,Rate,Comment
10912,5,Awosem
10913,5,Best tripod quality..
10914,5,Supreme in series
10915,5,Nyc
10916,5,"Great deal got it for 1449
Sturdy
Good quality
Good design
Worth it"
10917,5,Nice 👍
10918,5,"Price reasonable.
Very happy with the built quality.
Very hardy and sturdy.
Best thing is at this price I am getting a very good ball based smooth panning."
10919,5,Good n sturdy
10920,5,"I have using this tripod since 1 year, really its very good tripod which you can buy without any confusion. I'm sure that you will be not regretted after buying this product."
10921,5,Bang for the buck
10922,5,Best trypod at the best price
10923,5,Great product at this price range
10924,5,Great.. Superb...No Words.
10925,5,This product is absolutely fantastic for recording. Easy to use and easy to carry. I would say go for it without thinking much.
10926,5,Super
10927,5,Good
10928,5,Good product
10929,5,Strength is less than before in this tripod
10930,5,Good
10931,5,Very good product
10932,5,Multipurpose Iteam
10933,5,Good quality tripod for beginners 👌🤗
10934,5,Good product
10935,5,Nice_but _not_mobile_stend _not this us have place
10936,5,Really heavy stand thank you Flipkart
10937,5,The person who delivered was very well behaved and patient.these five stars are for him.
10938,5,Very good
10939,5,Great product
10940,5,Solid
10941,5,One of the best Tripod for youtubers.... To see more details visit on my channel Tech and fact chandan.
10942,5,"My first tripod and feeling happy on my choice. Most of the features that are essential in a professional tripod are available. Built quality is good and metal is strong enough. Multipurpose tripod for holding smartphone/dslr/mirror-less/point-shoot camera, can be used both vertically and horizontally. Almost 360 degree control.

No matter whether you are beginer or professional, you will not regret buying this in this price range. Don't go for a cheaper one, if you have budget invest a littl..."
10943,5,Great Product.
10944,5,"Good Quality Product
Not suitable for mobile phones"
10945,5,I am very happy
10946,5,Super Product
10947,5,"Rwallu Nice product, it is worth in this price, very good quality, completely satisfied with this product and its quality in this range.:D"
10948,5,Osam really good product 😘
10949,5,This is actually a very best product by DIGITEK. I really liked the built quality and the height adjustment is appreciable 👍
10950,5,Best product for youtubers
10951,5,It is perfect n strong
10952,5,Awesome 🔥
10953,5,Pretty sturdy tripod. Gives wing to your professionalism
10954,5,Best in price
10955,5,"First time I got a small tripod (wrong product received)

But I requested for a replacement on the same day..

Today I got my replacement..
Tripod quantity is great...
If u r looking for a best tripod under budget..
Then just close u r eyes & go for it.."
10956,5,Nice
10957,5,Fabulous
10958,5,Light wait nice
10959,5,Nice I was not expected
10960,5,Greatest tripod I ever owned. So tall so strong
10961,5,One of the best product
10962,5,Super stand wait minimum 6 feets
10963,5,Best quality
10964,5,Good
10965,5,Awesome n got best offer n good quality also tripod😊
10966,5,Good quality product
10967,5,Good Product
10968,5,Best in budget⚡
10969,5,good product
10970,5,Super
10971,5,Other than tripods 😄😄😄it is the most unique and very very very strong must buy this product😁😁😁😁
10972,5,Good tripod👌👌👌
10973,5,Good tripod for Youtube and medium Dslr Use
10974,5,The stand is really cool as u an see that they mentioned in it's specifications....u can handle it easily...best suggestion for a beginner photography
10975,5,thanks to this seller i love to this item this seller great true trusted and honest thanks to again seller and flipkart team
10976,5,It's my Genuine feedback. Product is awesome.
10977,5,Excellent
10978,5,Best as usual
10979,5,Awesome product. Second time purchase. Love the packing.
10980,5,Good quality ☺️☺️
10981,5,Superb product🥳🥳
10982,5,Awesome product ...loved it
10983,5,Osm
10984,5,Nice 👍
10985,5,Superbbbbb......
10986,5,Super this produt
10987,5,Overall good
10988,5,Nice
10989,5,Product is best superb 👌👌👌👌
10990,5,very nice product.
10991,5,So good tripod
10992,5,Got the same product as expected just go for it....
10993,5,Up to the mark.
10994,5,Best
10995,5,Excellent product. I recommend to buy.
10996,5,That is very good and Quality product
10997,5,Good quality
10998,5,good product
10999,5,Good
11000,5,Fantastic
11001,5,"The best tripod this price, mobile tripod clip not with this tripod. Buy extra and use smartphone with this tripod. No. 1tripod this segment 👍"
11002,5,Best Tripod for Camera and Mobile... Material is also very Good..
11003,5,Thank... you tiktok your return product gift.
11004,5,Worth form Money Definitely go for it
11005,5,Very good
11006,5,Very Good Product.
11007,5,"Good quality product, Flipkart 👍"
11008,5,It is very nice product for youtubers
11009,5,Good quality product
11010,5,Nice
11011,5,Nice product
11012,5,Really it's very nice
11013,5,Good product but phone holder is not there😌😌
11014,5,Fabulous.
11015,5,Features of a professional tripod with less weight.
11016,5,Worth the price
11017,5,Worth product Thanks Flipkart
11018,5,Good
11019,5,"It's really good one.
Good height and easy operating and very light weight."
11020,5,Worth every penny
11021,5,Super product. 100 % buy. I bought it @ 1350 near
11022,5,Fab
11023,5,Digitek tripod is the best in the market.. Blindly go for this product.. Highly satisfied .. only problem I faced flipkart delivery men already opened and it didn't come up with anybox.. worst delivery people..
11024,5,Good
11025,5,Nice
11026,5,"very good and beautiful packing products
Thank u flipcart"
11027,5,"Awesome one and very helpful for many occasions. Do watch the full video in
TN45 VLOGS youtube channel"
11028,5,Best budget tripod you can buy
11029,5,Nice pics
11030,5,Nice product
11031,5,Great
11032,5,Too good
11033,5,Very very very very very Nice ...
11034,5,Super good
11035,5,Nice product
11036,5,good product
11037,5,Recommended. Good Product.
11038,5,Good
11039,5,Good product
11040,5,Very super
11041,5,Good
11042,5,"This tripod is lightweight and feels premium, it's very comfortable to use and it has plenty of features to play with as a beginner, love this product❤"
11043,5,Better than expected !! Quality is top notch !!
11044,5,It's really very comfortable for taking photos and videos.. Strudy and compact. Easy to carry . Thank you Flipkart.
11045,5,Very nice.
11046,5,Mind blowing purchase. Loved it
11047,5,Best product
11048,5,Good quality
11049,5,One of my favourite purchase. Those who are into videography and photography should definitely purchase this tripod. It's the best one. Got a great grip and agility. Lots of amazing features. Very flexible. Quality is first class. And height is as it says more than 5ft. Very happy with the purchase.
11050,5,Good prodact
11051,5,"Good product, I will buy another one"
11052,5,Superb quality and quantity
11053,5,Good product
11054,5,overall a good product for this price range.
11055,5,"Best tripoid at this price range .. you want this tripod unboxing and review in Telugu . Please search ""inventor Vamsi "" YouTube channel ... jai hind...🙏

Strength : 10/10🌷

Weight:10/10🌷

Quality:9/10
...,.......🙌
.......🙋"
11056,5,"Amazing stand for dslr/mobile, feels incredibly sturdy and height is just awesome. My suggestion is to just go for it."
11057,5,"Amazing product.🎊🎊🎊🎊🎊🎉🎉🎉👌👌🔥🔥
Great quality and great stability best for its price.
Fully satisfied customer."
11058,5,Very good tripod but i bought it for timelapse and documentarty videos using nikkor 200-500mm lens. Seeing its ballhead flexibility i think it might not be able to hold 500mm lens
11059,5,"Very good product.
Best for mobile and tablet use.
Value for money.
Light weight and sturdy.."
11060,5,"Awesome product, good metal material quality good grip n also height is 6 feet. I'm happy with this deal.. Thank you flipkart."
11061,5,Very nice tripod loved it
11062,5,Good
11063,5,It's best budget tripod bunder 15000
11064,5,Good product...but
11065,5,Good..... nice
11066,5,Best quality tripod in budget segment
11067,5,Good
11068,5,Perfect Match for D5600
11069,5,Good product loved it and useful
11070,5,"Very useful for me in shooting of my YouTube videos. Good Bye 😊😊

Useful for me 😃😃"
11071,5,Good
11072,5,"This is a good professional tripod stand
Happy with the product received"
11073,5,Build quality is good
11074,5,Such a wonderful product. If you are looking for a tripod under 2000 then this product is what u are looking for
11075,5,Nice product 👍
11076,5,"Quality good,worth for money,
Bearings not smooth need lubrication.
What is mentioned it's there.
Thank you."
11077,5,"Excellent product:
One of the bestest tripod for this price range. I got it for 1250 and it can hold upto 5kg.. you can go for it if you are planning for long use."
11078,5,"One of the best tripod I have used. Can be used only for DSLR, camera's but not for mobile. We need mobile holder separate. Hight:- 5.56 inch."
11079,5,"Even you can use for projector
Very good tripod"
11080,5,Very Very beautiful
11081,5,Good quality. Product matches expectations.
11082,5,❤️Supreme Quality Product
11083,5,Value for Money!!
11084,5,"Must have a product. Value for money, convenient to use, from the beginner to the professional can opt this product for their digital imaging assistance at the indoor and outdoor shooting activities. Perfect for online classes, meetings, video conferencing etc at any age and height of the users... even by the children for their tution / trail videos of their YouTube channel... recommend for all types of users..."
11085,5,"The tripod is sturdy and good quality at this price I bought it for 1,471 and paid rest with supercoins. But this product has scratches I don't know whether this happened because of manufacturing or delivering. But I am still giving you 5 stars because there is no defects in the product and this is sturdy and may last long. You can go for this product."
11086,5,Awesome
11087,5,Very very very good
11088,5,Excellent product
11089,5,Nice finish! Seems durable! Delieverd before time.. Must buy
11090,5,"Great quality & packing is awesome 👏👍😊
It's okay till 5kgs"
11091,5,Excellent
11092,5,"Awesome product,"
11093,5,Nice product. just go for it .l am very happy to get it. Thanks to flipkart for replace it before the given time.
11094,5,It is perfect. Go for it. Best budget tripod. But camera holding is lose.
11095,5,Most affordable yet the best quality tripod ever!!!!!❤️❤️❤️❤️❤️❤️❤️❤️❤️
11096,5,very good i am so happy
11097,5,"Awsm product, go ahead"
11098,5,Heavy tripod and tall as well outstanding product ....
11099,5,Undoubtedly best in the market. 👌
11100,5,Very good product
11101,5,Awesome
11102,5,Very nice item.
11103,5,Good
11104,5,this items very nice
11105,5,Very nice
11106,5,Extremely good
11107,5,Nice product very strong and steady. And hide is 5.7inch
11108,5,Tqqq flipkart nice products
11109,5,Excellent ❤️❤️😍💞
11110,5,"Best quality good products 👍
It's really good"
11111,5,"Best in this price range. Very good for photography. If you're in for videography, evening is average for this price range."
11112,5,"Nice and sturdy, and good at this price. Highly recommended."
11113,5,This tripod is for beginners!
11114,5,Nice product
11115,5,Best quality... 👍👍👍
11116,5,"Superb
Awesome
Excellent
Just wow👌🏼👌🏼"
11117,5,Nice
11118,5,Good product
11119,5,Awesome Product
11120,5,Good product
11121,5,It's very good
11122,5,Super
11123,5,"It's an excellent product.
Best tripod in this price range.
Good quality material.
Thank you flipkart"
